Nr.   Classes Functions      NCSS  Javadocs Package
 489    2   1    0 com.becker.game.multiplayer.poker.ui.PokerPanel.createNewGameDialog(JFrame,ViewerCallbackInterface)
 490    2   1    0 com.becker.game.multiplayer.poker.ui.PokerPanel.createOnlineGameDialog(JFrame,ViewerCallbackInterface)
 491    2   1    0 com.becker.game.multiplayer.poker.ui.PokerPanel.createOptionsDialog(JFrame,GameController)
 492    2   1    0 com.becker.game.multiplayer.poker.ui.PokerPanel.createInfoPanel(GameController)
 493    5   1    0 com.becker.game.multiplayer.poker.ui.PokerPanel.showHelpDialog()
 494    2   1    1 com.becker.game.multiplayer.poker.ui.PokerPlayerTable.PokerPlayerTable(PokerPlayer[])
 495    7   2    1 com.becker.game.multiplayer.poker.ui.PokerPlayerTable.getPlayers()
 496    7   1    1 com.becker.game.multiplayer.poker.ui.PokerPlayerTable.addRow(Player)
 497    5   1    0 com.becker.game.multiplayer.poker.ui.PokerPlayerTable.createPlayer()
 498    7   1    1 com.becker.game.multiplayer.poker.ui.RaiseDialog.RaiseDialog(PokerPlayer,int,int,int,int)
 499   29   4    1 com.becker.game.multiplayer.poker.ui.RaiseDialog.initUI()
 500    8   1    1 com.becker.game.multiplayer.poker.ui.RaiseDialog.createButtonsPanel()
 501    2   1    0 com.becker.game.multiplayer.poker.ui.RaiseDialog.getTitle()
 502   22   7    1 com.becker.game.multiplayer.poker.ui.RaiseDialog.actionPerformed(ActionEvent)
 503    2   1    1 com.becker.game.multiplayer.poker.ui.RaiseDialog.getRaiseAmount()
 504    5   1    1 com.becker.game.multiplayer.poker.ui.RoundOverDialog.RoundOverDialog(Frame,PokerPlayer,int)
 505   12   1    0 com.becker.game.multiplayer.poker.ui.RoundOverDialog.initUI()
 506    9   1    0 com.becker.game.multiplayer.poker.ui.RoundOverDialog.createInstructionsPanel()
 507    2   1    0 com.becker.game.multiplayer.poker.ui.RoundOverDialog.getTitle()
 508    6   1    0 com.becker.game.multiplayer.poker.ui.RoundOverDialog.createButtonsPanel()
 509    3   2    0 com.becker.game.multiplayer.poker.ui.RoundOverDialog.actionPerformed(ActionEvent)
 510    1   1    0 com.becker.game.multiplayer.set.SetOptions.SetOptions()
 511    3   1    0 com.becker.game.multiplayer.set.SetOptions.SetOptions(int,int,int)
 512    2   1    0 com.becker.game.multiplayer.set.SetOptions.getInitialNumCardsShown()
 513    2   1    0 com.becker.game.multiplayer.set.SetOptions.setInitialNumCardsShown(int)
 514    2   1    0 com.becker.game.multiplayer.set.SetPlayer.SetPlayer(String,Color,boolean)
 515    5   3    1 com.becker.game.multiplayer.set.SetPlayer.createSetPlayer(String,Color,boolean)
 516    4   1    1 com.becker.game.multiplayer.set.SetPlayer.getDefaultName(int)
 517    2   1    0 com.becker.game.multiplayer.set.SetPlayer.getNumSetsFound()
 518    4   2    0 com.becker.game.multiplayer.set.SetPlayer.setNumSetsFound(int)
 519    2   1    0 com.becker.game.multiplayer.set.SetPlayer.incrementNumSetsFound()
 520    3   2    0 com.becker.game.multiplayer.set.SetPlayer.decrementNumSetsFound()
 521    3   1    1 com.becker.game.multiplayer.set.SetPlayer.equals(Object)
 522    2   1    1 com.becker.game.multiplayer.set.SetPlayer.hashCode()
 523    4   1    0 com.becker.game.multiplayer.set.SetPlayer.toString()
 524    2   1    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.SetInfoPanel(GameController)
 525    3   1    0 com.becker.game.multiplayer.set.ui.SetInfoPanel.createSubPanels()
 526    2   1    0 com.becker.game.multiplayer.set.ui.SetInfoPanel.getMinWidth()
 527    8   1    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.createCustomInfoPanel()
 528   11   1    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.createGeneralInfoPanel()
 529    1   1    0 com.becker.game.multiplayer.set.ui.SetInfoPanel.setPlayerLabel()
 530    5   1    0 com.becker.game.multiplayer.set.ui.SetInfoPanel.insertPlayerTable()
 531    4   1    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.reset()
 532   12   4    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.gameChanged(GameChangedEvent)
 533    7   2    1 com.becker.game.multiplayer.set.ui.SetInfoPanel.getSelectedPlayer()
 534    3   1    0 com.becker.game.multiplayer.set.ui.SetInfoPanel.valueChanged(ListSelectionEvent)
 535    2   1    0 com.becker.game.multiplayer.set.ui.SetNewGameDialog.SetNewGameDialog(JFrame,ViewerCallbackInterface)
 536    2   1    0 com.becker.game.multiplayer.set.ui.SetNewGameDialog.createPlayerTable()
 537    2   1    0 com.becker.game.multiplayer.set.ui.SetNewGameDialog.createOnlineGamesTable(String)
 538    2   1    0 com.becker.game.multiplayer.set.ui.SetNewGameDialog.createNewGameTableDialog()
 539    2   1    0 com.becker.game.multiplayer.set.ui.SetOptionsDialog.SetOptionsDialog(JFrame,GameController)
 540    5   1    1 com.becker.game.multiplayer.set.ui.SetOptionsDialog.getControllerParamComponents()
 541    2   1    0 com.becker.game.multiplayer.set.ui.SetOptionsDialog.getOptions()
 542    1   1    0 com.becker.game.multiplayer.set.ui.SetPanel.SetPanel()
 543    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.getTitle()
 544    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.createToolbar()
 545    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.createBoardViewer()
 546    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.createNewGameDialog(JFrame,ViewerCallbackInterface)
 547    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.createOptionsDialog(JFrame,GameController)
 548    2   1    0 com.becker.game.multiplayer.set.ui.SetPanel.createInfoPanel(GameController)
 549    1   1    1 com.becker.game.multiplayer.set.ui.SetPanel.gameChanged(GameChangedEvent)
 550    4   1    1 com.becker.game.multiplayer.set.ui.SetPanel.showHelpDialog()
 551   18   4    1 com.becker.game.multiplayer.set.ui.SetPanel.actionPerformed(ActionEvent)
 552    2   1    1 com.becker.game.multiplayer.set.ui.SetPlayerTable.SetPlayerTable(SetPlayer[])
 553    7   2    1 com.becker.game.multiplayer.set.ui.SetPlayerTable.getPlayers()
 554    6   1    1 com.becker.game.multiplayer.set.ui.SetPlayerTable.addRow(Player)
 555    5   1    0 com.becker.game.multiplayer.set.ui.SetPlayerTable.createPlayer()
 556    3   1    1 com.becker.game.multiplayer.set.ui.SetSummaryTable.SetSummaryTable(Player[])
 557    7   1    1 com.becker.game.multiplayer.set.ui.SetSummaryTable.addRow(Player)
 558    2   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.SetToolBar(ImageIcon,ActionListener)
 559    7   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.addCustomToolBarButtons()
 560    2   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.hasUndoRedo()
 561    2   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.getAddButton()
 562    2   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.getRemoveButton()
 563    2   1    0 com.becker.game.multiplayer.set.ui.SetToolBar.getSolveButton()
 564    1   1    0 com.becker.game.online.OnlineChangeListener.handleServerUpdate(GameCommand)
 565    1   1    1 com.becker.game.online.OnlineGameServerInterface.handleCommand(String,StringBuffer)
 566    3   1    1 com.becker.game.online.ServerConnection.ServerConnection(int,OnlineChangeListener)
 567    2   1    1 com.becker.game.online.ServerConnection.isConnected()
 568    6   2    1 com.becker.game.online.ServerConnection.sendCommand(GameCommand)
 569   21   5    1 com.becker.game.online.ServerConnection.createListenSocket(int)
 570    2   1    1 com.becker.game.online.ServerConnection.enterRoom()
 571    2   1    1 com.becker.game.online.ServerConnection.addGameTable(OnlineGameTable)
 572    3   1    0 com.becker.game.online.ServerConnection.nameChanged(String,String)
 573    3   1    1 com.becker.game.online.ServerConnection.joinTable(Player,OnlineGameTable)
 574    2   1    0 com.becker.game.online.ServerConnection.leaveRoom(String)
 575    5   1    0 com.becker.game.online.ServerConnection.exceptionOccurred(String,Throwable)
 576    2   1    0 com.becker.game.online.ServerConnection.UpdateWorker.UpdateWorker(ObjectInputStream)
 577   10   4    0 com.becker.game.online.ServerConnection.UpdateWorker.run()
 578    6   1    0 com.becker.game.online.ui.JoinButton.JoinButton(ActionListener)
 579    2   1    0 com.becker.game.online.ui.JoinButton.getRow()
 580    2   1    0 com.becker.game.online.ui.JoinButton.setRow(int)
 581    2   1    0 com.becker.game.online.ui.JoinButton.toString()
 582    2   1    0 com.becker.game.online.ui.OnlineActionCellEditor.OnlineActionCellEditor(ActionListener)
 583    2   1    0 com.becker.game.online.ui.OnlineActionCellEditor.getTableCellEditorComponent(JTable,Object,boolean,int,int)
 584    2   1    0 com.becker.game.online.ui.OnlineActionCellRenderer.OnlineActionCellRenderer(ActionListener)
 585    5   2    0 com.becker.game.online.ui.OnlineActionCellRenderer.getTableCellRendererComponent(JTable,Object,boolean,boolean,int,int)
 586    2   1    0 com.becker.game.online.ui.OnlineActionCellRenderer.getRow()
 587    2   1    0 com.becker.game.online.ui.OnlineActionCellRenderer.addMouseListener(MouseListener)
 588   12   2    0 com.becker.game.online.ui.OnlineGameDialog.OnlineGameDialog(Frame,ViewerCallbackInterface)
 589    2   1    0 com.becker.game.online.ui.OnlineGameDialog.WindowAdapter.windowClosing(WindowEvent)
 590    6   1    0 com.becker.game.online.ui.OnlineGameDialog.initGUI()
 591    1   1    0 com.becker.game.online.ui.OnlineGameDialog.closing()
 592    2   1    0 com.becker.game.online.ui.OnlineGameDialog.isServerAvailable()
 593    2   1    0 com.becker.game.online.ui.OnlineGameDialog.handleServerUpdate(GameCommand)
 594   12   1    1 com.becker.game.online.ui.OnlineGameDialog.createPlayOnlinePanel()
 595    1   1    0 com.becker.game.online.ui.OnlineGameDialog.createServerConnection(OnlineChangeListener)
 596    2   1    1 com.becker.game.online.ui.OnlineGameDialog.isConnected()
 597    2   1    1 com.becker.game.online.ui.OnlineGameDialog.setParentFrame(Frame)
 598    6   2    0 com.becker.game.online.ui.OnlineGameDialog.showDialog()
 599    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.BlockadeBoard(int,int)
 600   21   4    1 com.becker.game.twoplayer.blockade.BlockadeBoard.reset()
 601    6   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.setSize(int,int)
 602    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getMaxNumMoves()
 603    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPlayer1Homes()
 604    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPlayer2Homes()
 605    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getTypicalNumMoves()
 606   65  22    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPossibleMoveList(BoardPosition,boolean)
 607   10   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.findPathChildren(BoardPosition,MutableTreeNode,boolean)
 608   37   9    1 com.becker.game.twoplayer.blockade.BlockadeBoard.findShortestPaths(BlockadeBoardPosition)
 609   67  25    1 com.becker.game.twoplayer.blockade.BlockadeBoard.isMoveBlockedByWall(BlockadeMove,BlockadeWall)
 610   35   9    0 com.becker.game.twoplayer.blockade.BlockadeBoard.checkLegalWallPlacement(BlockadeWall,Location,GamePiece)
 611    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.addWall(BlockadeWall)
 612    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.removeWall(BlockadeWall)
 613   12   4    1 com.becker.game.twoplayer.blockade.BlockadeBoard.showWall(BlockadeWall,boolean)
 614    4   3    0 com.becker.game.twoplayer.blockade.BlockadeBoard.unvisitAll()
 615    9   4    0 com.becker.game.twoplayer.blockade.BlockadeBoard.confirmAllVisited()
 616    7   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.makeInternalMove(Move)
 617    7   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.undoInternalMove(Move)
 618   10   5    0 com.becker.game.twoplayer.blockade.BlockadeBoard.toString()
 619    7   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.BlockadeBoardPosition(int,int,GamePiece,BlockadeWall,BlockadeWall,boolean,boolean)
 620    3   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.copy()
 621    5   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.copy(BlockadeBoardPosition)
 622    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setSouthWall(BlockadeWall)
 623    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.getSouthWall()
 624    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setEastWall(BlockadeWall)
 625    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.getEastWall()
 626    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setVisited(boolean)
 627    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isVisited()
 628    3   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.clone()
 629    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isSouthBlocked()
 630    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isEastBlocked()
 631    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isSouthOpen()
 632    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isEastOpen()
 633    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isHomeBase()
 634    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isHomeBase(boolean)
 635    8   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.BlockadeMove(byte,byte,byte,byte,double,GamePiece,BlockadeWall)
 636    3   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.createMove(int,int,int,int,double,GamePiece,BlockadeWall)
 637    5   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.copy()
 638    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getFromRow()
 639    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getFromCol()
 640    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getWall()
 641    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.setWall(BlockadeWall)
 642    2   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.getDirection()
 643    6   2    0 com.becker.game.twoplayer.blockade.BlockadeMove.toString()
 644    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.BlockadeWall(boolean)
 645    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.BlockadeWall(boolean,Set)
 646    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.isVertical()
 647    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.isHorizontal()
 648    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.getPositions()
 649    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.copy()
 650    7   2    0 com.becker.game.twoplayer.blockade.BlockadeWall.toString()
 651    4   1    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.BlockadeBoardViewer()
 652    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.createController()
 653    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getDefaultCellSize()
 654    3   1    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.createMoveFromToken(MoveToken,int)
 655   15   7    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mousePressed(MouseEvent)
 656   13   6    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseReleased(MouseEvent)
 657   29   9    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.placePiece(Location)
 658    5   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.customCheckFails(BoardPosition,BoardPosition)
 659   12   3    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.placeWall(Location,BlockadeMove)
 660    5   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseDragged(MouseEvent)
 661   56  12    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseMoved(MouseEvent)
 662   23  11    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getWallIndexForPosition(int,int,Location,BlockadeBoard)
 663   30  10    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawMarkers(int,int,Graphics2D)
 664    4   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawBackground(Graphics,int,int,int)
 665   10   2    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawHomeBases(Graphics,boolean)
 666    8   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawShortestPaths(Graphics2D,BlockadeBoardPosition,BlockadeBoard,int)
 667   18   3    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawPath(Graphics2D,List,int)
 668   10   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getToolTipText(MouseEvent)
 669    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeNewGameDialog.BlockadeNewGameDialog(JFrame,ViewerCallbackInterface)
 670    1   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePanel.BlockadePanel()
 671    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.getTitle()
 672    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createBoardViewer()
 673    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createNewGameDialog(JFrame,ViewerCallbackInterface)
 674    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createInfoPanel(GameController)
 675    5   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePanel.showHelpDialog()
 676    1   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.BlockadePieceRenderer()
 677    4   2    0 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.getRenderer()
 678    6   2    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.render(Graphics2D,BoardPosition,int,Board)
 679   15   3    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.renderWallAtPosition(Graphics2D,BlockadeBoardPosition,int)
 680   18   3    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.renderWallAtPosition1(Graphics2D,BlockadeBoardPosition,int)
 681    6   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.CheckersBoard()
 682   11   5    1 com.becker.game.twoplayer.checkers.CheckersBoard.reset()
 683    3   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.fillRow(int,int,boolean)
 684    3   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.setSize(int,int)
 685    2   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.getMaxNumMoves()
 686    2   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.getTypicalNumMoves()
 687    6   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.makeInternalMove(Move)
 688    8   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.undoInternalMove(Move)
 689    3   1    1 com.becker.game.twoplayer.checkers.CheckersController.CheckersController()
 690    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.initializeData()
 691    2   1    0 com.becker.game.twoplayer.checkers.CheckersController.createOptions()
 692    8   1    1 com.becker.game.twoplayer.checkers.CheckersController.computerMovesFirst()
 693    4   3    1 com.becker.game.twoplayer.checkers.CheckersController.getStrengthOfWin()
 694   17   8    1 com.becker.game.twoplayer.checkers.CheckersController.done(TwoPlayerMove,boolean)
 695   28  11    1 com.becker.game.twoplayer.checkers.CheckersController.worth(Move,ParameterArray)
 696   25   5    1 com.becker.game.twoplayer.checkers.CheckersController.checkJumpMove(BoardPosition,CheckersMove,int,int,List,ParameterArray)
 697   19   8    1 com.becker.game.twoplayer.checkers.CheckersController.findJumpMoves(BoardPosition,int,CheckersMove,ParameterArray)
 698   20   6    1 com.becker.game.twoplayer.checkers.CheckersController.addMovesForDirection(BoardPosition,List,int,int,TwoPlayerMove,ParameterArray)
 699   30   7    1 com.becker.game.twoplayer.checkers.CheckersController.addMoves(BoardPosition,List,TwoPlayerMove,ParameterArray)
 700    2   1    0 com.becker.game.twoplayer.checkers.CheckersController.getSearchable()
 701   13   4    1 com.becker.game.twoplayer.checkers.CheckersController.CheckersSearchable.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 702    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.CheckersSearchable.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 703    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.CheckersSearchable.inJeopardy(TwoPlayerMove)
 704    6   1    1 com.becker.game.twoplayer.checkers.CheckersMove.CheckersMove(byte,byte,byte,byte,CaptureList,double,GamePiece)
 705    7   2    1 com.becker.game.twoplayer.checkers.CheckersMove.createMove(int,int,int,int,CaptureList,double,GamePiece)
 706    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.setToRow(int)
 707    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.setToCol(int)
 708    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.getFromRow()
 709    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.getFromCol()
 710    3   2    0 com.becker.game.twoplayer.checkers.CheckersMove.removeCaptures(CheckersBoard)
 711    3   2    0 com.becker.game.twoplayer.checkers.CheckersMove.restoreCaptures(CheckersBoard)
 712    9   2    1 com.becker.game.twoplayer.checkers.CheckersMove.copy()
 713    8   3    0 com.becker.game.twoplayer.checkers.CheckersMove.toString()
 714    2   1    0 com.becker.game.twoplayer.checkers.CheckersPiece.CheckersPiece(boolean,char)
 715    5   1    1 com.becker.game.twoplayer.checkers.CheckersPiece.copy()
 716    3   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.CheckersBoardViewer()
 717    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.createController()
 718    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getDefaultCellSize()
 719   21   3    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.showLastMove()
 720    3   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.createMoveFromToken(MoveToken,int)
 721   11   3    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.drawBackground(Graphics,int,int,int)
 722    4   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getPossibleMoveList(BoardPosition)
 723   14   7    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mousePressed(MouseEvent)
 724   25  10    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseReleased(MouseEvent)
 725    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.customCheckFails(BoardPosition,BoardPosition)
 726    3   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.invalidMove()
 727    5   2    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseDragged(MouseEvent)
 728    1   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseMoved(MouseEvent)
 729   10   2    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getToolTipText(MouseEvent)
 730    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersNewGameDialog.CheckersNewGameDialog(JFrame,ViewerCallbackInterface)
 731    1   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPanel.CheckersPanel()
 732    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.getTitle()
 733    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createBoardViewer()
 734    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createNewGameDialog(JFrame,ViewerCallbackInterface)
 735    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createInfoPanel(GameController)
 736    4   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPanel.showHelpDialog()
 737    1   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.CheckersPieceRenderer()
 738    4   2    0 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.getRenderer()
 739   14   5    1 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.render(Graphics2D,BoardPosition,int,Board)
 740    1   1    0 com.becker.game.twoplayer.chess.ChessBoard.ChessBoard()
 741   14   5    1 com.becker.game.twoplayer.chess.ChessBoard.reset()
 742   15   6    1 com.becker.game.twoplayer.chess.ChessBoard.isKingCheckedByPosition(BoardPosition,Move)
 743   11   2    1 com.becker.game.twoplayer.chess.ChessBoard.makeInternalMove(Move)
 744    7   1    1 com.becker.game.twoplayer.chess.ChessBoard.undoInternalMove(Move)
 745    3   2    0 com.becker.game.twoplayer.chess.ChessBoard.removeCaptures(CaptureList)
 746    3   2    0 com.becker.game.twoplayer.chess.ChessBoard.restoreCaptures(CaptureList)
 747   15   6    1 com.becker.game.twoplayer.chess.ChessBoard.causesSelfCheck(TwoPlayerMove)
 748    3   1    1 com.becker.game.twoplayer.chess.ChessController.ChessController()
 749    2   1    1 com.becker.game.twoplayer.chess.ChessController.initializeData()
 750    7   1    1 com.becker.game.twoplayer.chess.ChessController.computerMovesFirst()
 751    2   1    0 com.becker.game.twoplayer.chess.ChessController.createOptions()
 752   33  10    1 com.becker.game.twoplayer.chess.ChessController.worth(Move,ParameterArray)
 753   10   2    1 com.becker.game.twoplayer.chess.ChessController.addMoves(BoardPosition,List,TwoPlayerMove,ParameterArray,boolean)
 754    8   3    1 com.becker.game.twoplayer.chess.ChessController.removeSelfCheckingMoves(List)
 755    2   1    0 com.becker.game.twoplayer.chess.ChessController.getSearchable()
 756   12   4    1 com.becker.game.twoplayer.chess.ChessController.ChessSearchable.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 757    6   1    1 com.becker.game.twoplayer.chess.ChessMove.ChessMove(byte,byte,byte,byte,CaptureList,double,GamePiece)
 758    3   1    1 com.becker.game.twoplayer.chess.ChessMove.createMove(int,int,int,int,CaptureList,double,GamePiece)
 759    2   1    0 com.becker.game.twoplayer.chess.ChessMove.getFromRow()
 760    2   1    0 com.becker.game.twoplayer.chess.ChessMove.getFromCol()
 761    9   2    1 com.becker.game.twoplayer.chess.ChessMove.copy()
 762    2   1    0 com.becker.game.twoplayer.chess.ChessMove.isFirstTimeMoved()
 763    2   1    0 com.becker.game.twoplayer.chess.ChessMove.setFirstTimeMoved(boolean)
 764    8   3    0 com.becker.game.twoplayer.chess.ChessMove.toString()
 765    2   1    0 com.becker.game.twoplayer.chess.ChessPiece.ChessPiece(boolean,char)
 766    5   1    1 com.becker.game.twoplayer.chess.ChessPiece.copy()
 767    3   1    0 com.becker.game.twoplayer.chess.ChessPiece.copy(GamePiece)
 768    2   1    1 com.becker.game.twoplayer.chess.ChessPiece.isFirstTimeMoved()
 769    2   1    1 com.becker.game.twoplayer.chess.ChessPiece.setFirstTimeMoved(boolean)
 770   24   7    1 com.becker.game.twoplayer.chess.ChessPiece.findPossibleMoves(Board,int,int,Move)
 771   11   3    1 com.becker.game.twoplayer.chess.ChessPiece.findPawnMoves(Board,int,int,Move)
 772    4   1    1 com.becker.game.twoplayer.chess.ChessPiece.checkPawnForward(int,int,int,int,Board,List)
 773    3   1    1 com.becker.game.twoplayer.chess.ChessPiece.checkPawnDiagonal(int,int,int,int,Board,List)
 774    7   1    1 com.becker.game.twoplayer.chess.ChessPiece.findRookMoves(Board,int,int,Move)
 775    7   1    1 com.becker.game.twoplayer.chess.ChessPiece.findBishopMoves(Board,int,int,Move)
 776    7   1    1 com.becker.game.twoplayer.chess.ChessPiece.findQueenMoves(Board,int,int,Move)
