Nr.   Classes Functions      NCSS  Javadocs Package
 556   19   4    1 com.becker.game.twoplayer.blockade.BlockadeController.findWallPlacementsForMove(BlockadeMove,List[],List[],ParameterArray)
 557   17   2    1 com.becker.game.twoplayer.blockade.BlockadeController.addMoves(BoardPosition,List,Move,List[],ParameterArray)
 558   31   9    1 com.becker.game.twoplayer.blockade.BlockadeController.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 559    2   1    1 com.becker.game.twoplayer.blockade.BlockadeController.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 560    2   1    1 com.becker.game.twoplayer.blockade.BlockadeController.inJeopardy(TwoPlayerMove)
 561    8   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.BlockadeMove(int,int,int,int,double,int,GamePiece,BlockadeWall)
 562    3   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.createMove(int,int,int,int,double,int,GamePiece,BlockadeWall)
 563    5   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.copy()
 564    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getFromRow()
 565    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getFromCol()
 566    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.getWall()
 567    2   1    0 com.becker.game.twoplayer.blockade.BlockadeMove.setWall(BlockadeWall)
 568    2   1    1 com.becker.game.twoplayer.blockade.BlockadeMove.getDirection()
 569    6   2    0 com.becker.game.twoplayer.blockade.BlockadeMove.toString()
 570    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.BlockadeWall(boolean)
 571    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.BlockadeWall(boolean,Set)
 572    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.isVertical()
 573    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.isHorizontal()
 574    2   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.getPositions()
 575    3   1    1 com.becker.game.twoplayer.blockade.BlockadeWall.copy()
 576    7   2    0 com.becker.game.twoplayer.blockade.BlockadeWall.toString()
 577    4   1    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.BlockadeBoardViewer()
 578    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.createController()
 579    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getDefaultCellSize()
 580    3   1    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.createMoveFromToken(MoveToken,int)
 581   15   7    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mousePressed(MouseEvent)
 582   13   6    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseReleased(MouseEvent)
 583   30   9    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.placePiece(Location)
 584    5   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.customCheckFails(BoardPosition,BoardPosition)
 585   12   3    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.placeWall(Location,BlockadeMove)
 586    5   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseDragged(MouseEvent)
 587   56  12    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.mouseMoved(MouseEvent)
 588   23  11    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getWallIndexForPosition(int,int,Location,BlockadeBoard)
 589   30  10    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawMarkers(int,int,Graphics2D)
 590    4   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawBackground(Graphics,int,int,int)
 591    9   2    0 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawHomeBases(Graphics,boolean)
 592    8   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawShortestPaths(Graphics2D,BlockadeBoardPosition,BlockadeBoard,int)
 593   18   3    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.drawPath(Graphics2D,List,int)
 594   10   2    1 com.becker.game.twoplayer.blockade.ui.BlockadeBoardViewer.getToolTipText(MouseEvent)
 595    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeNewGameDialog.BlockadeNewGameDialog(JFrame,GameBoardViewer)
 596    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadeNewGameDialog.getTitle()
 597    1   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePanel.BlockadePanel()
 598    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.getTitle()
 599    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createBoardViewer()
 600    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createNewGameDialog(JFrame,GameBoardViewer)
 601    2   1    0 com.becker.game.twoplayer.blockade.ui.BlockadePanel.createInfoPanel(GameController)
 602    5   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePanel.showHelpDialog()
 603    1   1    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.BlockadePieceRenderer()
 604    4   2    0 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.getRenderer()
 605    6   2    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.render(Graphics2D,BoardPosition,int)
 606   15   3    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.renderWallAtPosition(Graphics2D,BlockadeBoardPosition,int)
 607   18   3    1 com.becker.game.twoplayer.blockade.ui.BlockadePieceRenderer.renderWallAtPosition1(Graphics2D,BlockadeBoardPosition,int)
 608    6   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.CheckersBoard()
 609   10   5    1 com.becker.game.twoplayer.checkers.CheckersBoard.reset()
 610    3   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.fillRow(int,int,boolean)
 611    3   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.setSize(int,int)
 612    2   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.getMaxNumMoves()
 613    6   1    1 com.becker.game.twoplayer.checkers.CheckersBoard.makeMove(Move)
 614    8   2    1 com.becker.game.twoplayer.checkers.CheckersBoard.undoMove(Move)
 615    3   1    1 com.becker.game.twoplayer.checkers.CheckersController.CheckersController()
 616    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.initializeData()
 617    9   1    1 com.becker.game.twoplayer.checkers.CheckersController.computerMovesFirst()
 618    4   3    1 com.becker.game.twoplayer.checkers.CheckersController.getStrengthOfWin()
 619    2   1    0 com.becker.game.twoplayer.checkers.CheckersController.getPreferredTone()
 620   17   8    1 com.becker.game.twoplayer.checkers.CheckersController.done(TwoPlayerMove,boolean)
 621   28  11    1 com.becker.game.twoplayer.checkers.CheckersController.worth(Move,ParameterArray)
 622   24   5    1 com.becker.game.twoplayer.checkers.CheckersController.checkJumpMove(BoardPosition,CheckersMove,int,int,LinkedList,ParameterArray)
 623   19   8    1 com.becker.game.twoplayer.checkers.CheckersController.findJumpMoves(BoardPosition,int,CheckersMove,ParameterArray)
 624   20   6    1 com.becker.game.twoplayer.checkers.CheckersController.addMovesForDirection(BoardPosition,List,int,int,TwoPlayerMove,ParameterArray)
 625   30   7    1 com.becker.game.twoplayer.checkers.CheckersController.addMoves(BoardPosition,List,TwoPlayerMove,ParameterArray)
 626   13   4    1 com.becker.game.twoplayer.checkers.CheckersController.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 627    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 628    2   1    1 com.becker.game.twoplayer.checkers.CheckersController.inJeopardy(TwoPlayerMove)
 629    6   1    1 com.becker.game.twoplayer.checkers.CheckersMove.CheckersMove(int,int,int,int,CaptureList,double,int,GamePiece)
 630    7   2    1 com.becker.game.twoplayer.checkers.CheckersMove.createMove(int,int,int,int,CaptureList,double,int,GamePiece)
 631    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.setToRow(int)
 632    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.setToCol(int)
 633    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.getFromRow()
 634    2   1    0 com.becker.game.twoplayer.checkers.CheckersMove.getFromCol()
 635    3   2    0 com.becker.game.twoplayer.checkers.CheckersMove.removeCaptures(CheckersBoard)
 636    3   2    0 com.becker.game.twoplayer.checkers.CheckersMove.restoreCaptures(CheckersBoard)
 637    9   2    1 com.becker.game.twoplayer.checkers.CheckersMove.copy()
 638    8   3    0 com.becker.game.twoplayer.checkers.CheckersMove.toString()
 639    2   1    0 com.becker.game.twoplayer.checkers.CheckersPiece.CheckersPiece(boolean,char)
 640    5   1    1 com.becker.game.twoplayer.checkers.CheckersPiece.copy()
 641    3   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.CheckersBoardViewer()
 642    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.createController()
 643    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getDefaultCellSize()
 644   21   3    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.showLastMove()
 645    3   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.createMoveFromToken(MoveToken,int)
 646   11   3    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.drawBackground(Graphics,int,int,int)
 647    4   1    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getPossibleMoveList(BoardPosition)
 648   14   7    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mousePressed(MouseEvent)
 649   25  10    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseReleased(MouseEvent)
 650    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.customCheckFails(BoardPosition,BoardPosition)
 651    3   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.invalidMove()
 652    5   2    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseDragged(MouseEvent)
 653    1   1    0 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.mouseMoved(MouseEvent)
 654   10   2    1 com.becker.game.twoplayer.checkers.ui.CheckersBoardViewer.getToolTipText(MouseEvent)
 655    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersNewGameDialog.CheckersNewGameDialog(JFrame,GameBoardViewer)
 656    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersNewGameDialog.getTitle()
 657    1   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPanel.CheckersPanel()
 658    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.getTitle()
 659    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createBoardViewer()
 660    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createNewGameDialog(JFrame,GameBoardViewer)
 661    2   1    0 com.becker.game.twoplayer.checkers.ui.CheckersPanel.createInfoPanel(GameController)
 662    4   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPanel.showHelpDialog()
 663    1   1    1 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.CheckersPieceRenderer()
 664    4   2    0 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.getRenderer()
 665   14   5    1 com.becker.game.twoplayer.checkers.ui.CheckersPieceRenderer.render(Graphics2D,BoardPosition,int)
 666    1   1    0 com.becker.game.twoplayer.chess.ChessBoard.ChessBoard()
 667   13   5    1 com.becker.game.twoplayer.chess.ChessBoard.reset()
 668   15   6    1 com.becker.game.twoplayer.chess.ChessBoard.isKingCheckedByPosition(BoardPosition,Move)
 669   11   1    1 com.becker.game.twoplayer.chess.ChessBoard.makeMove(Move)
 670    7   1    1 com.becker.game.twoplayer.chess.ChessBoard.undoMove(Move)
 671    3   2    0 com.becker.game.twoplayer.chess.ChessBoard.removeCaptures(CaptureList)
 672    3   2    0 com.becker.game.twoplayer.chess.ChessBoard.restoreCaptures(CaptureList)
 673   15   6    1 com.becker.game.twoplayer.chess.ChessBoard.causesSelfCheck(TwoPlayerMove)
 674    3   1    1 com.becker.game.twoplayer.chess.ChessController.ChessController()
 675    2   1    1 com.becker.game.twoplayer.chess.ChessController.initializeData()
 676    8   1    1 com.becker.game.twoplayer.chess.ChessController.computerMovesFirst()
 677    2   1    0 com.becker.game.twoplayer.chess.ChessController.getDefaultLookAhead()
 678    2   1    1 com.becker.game.twoplayer.chess.ChessController.getDefaultBestPercentage()
 679   33  10    1 com.becker.game.twoplayer.chess.ChessController.worth(Move,ParameterArray)
 680   12   4    1 com.becker.game.twoplayer.chess.ChessController.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 681   10   2    1 com.becker.game.twoplayer.chess.ChessController.addMoves(BoardPosition,List,TwoPlayerMove,ParameterArray,boolean)
 682    7   3    1 com.becker.game.twoplayer.chess.ChessController.removeSelfCheckingMoves(List)
 683    2   1    1 com.becker.game.twoplayer.chess.ChessController.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 684    2   1    1 com.becker.game.twoplayer.chess.ChessController.inJeopardy(TwoPlayerMove)
 685    6   1    1 com.becker.game.twoplayer.chess.ChessMove.ChessMove(int,int,int,int,CaptureList,double,int,GamePiece)
 686    3   1    1 com.becker.game.twoplayer.chess.ChessMove.createMove(int,int,int,int,CaptureList,double,int,GamePiece)
 687    2   1    0 com.becker.game.twoplayer.chess.ChessMove.getFromRow()
 688    2   1    0 com.becker.game.twoplayer.chess.ChessMove.getFromCol()
 689    9   2    1 com.becker.game.twoplayer.chess.ChessMove.copy()
 690    2   1    0 com.becker.game.twoplayer.chess.ChessMove.isFirstTimeMoved()
 691    2   1    0 com.becker.game.twoplayer.chess.ChessMove.setFirstTimeMoved(boolean)
 692    8   3    0 com.becker.game.twoplayer.chess.ChessMove.toString()
 693    2   1    0 com.becker.game.twoplayer.chess.ChessPiece.ChessPiece(boolean,char)
 694    5   1    1 com.becker.game.twoplayer.chess.ChessPiece.copy()
 695    3   1    0 com.becker.game.twoplayer.chess.ChessPiece.copy(GamePiece)
 696    2   1    1 com.becker.game.twoplayer.chess.ChessPiece.isFirstTimeMoved()
 697    2   1    1 com.becker.game.twoplayer.chess.ChessPiece.setFirstTimeMoved(boolean)
 698   24   7    1 com.becker.game.twoplayer.chess.ChessPiece.findPossibleMoves(Board,int,int,Move)
 699   12   3    1 com.becker.game.twoplayer.chess.ChessPiece.findPawnMoves(Board,int,int,Move)
 700    4   1    1 com.becker.game.twoplayer.chess.ChessPiece.checkPawnForward(int,int,int,int,int,Board,List)
 701    3   1    1 com.becker.game.twoplayer.chess.ChessPiece.checkPawnDiagonal(int,int,int,int,int,Board,List)
 702    8   1    1 com.becker.game.twoplayer.chess.ChessPiece.findRookMoves(Board,int,int,Move)
 703    8   1    1 com.becker.game.twoplayer.chess.ChessPiece.findBishopMoves(Board,int,int,Move)
 704    7   1    1 com.becker.game.twoplayer.chess.ChessPiece.findQueenMoves(Board,int,int,Move)
 705    2   1    1 com.becker.game.twoplayer.chess.ChessPiece.findKnightMoves(Board,int,int,Move)
 706    3   1    1 com.becker.game.twoplayer.chess.ChessPiece.findKingMoves(Board,int,int,Move)
 707    8   2    1 com.becker.game.twoplayer.chess.ChessPiece.getEightDirectionalMoves(Board,int,int,Move,int[],int[])
 708   12   2    1 com.becker.game.twoplayer.chess.ChessPiece.checkRunDirection(int,int,int,int,int,Board,List)
 709    5   2    1 com.becker.game.twoplayer.chess.ChessPiece.checkForNonCapture(BoardPosition,int,int,int,List)
 710    7   2    1 com.becker.game.twoplayer.chess.ChessPiece.checkForCapture(BoardPosition,int,int,int,List)
 711    5   2    0 com.becker.game.twoplayer.chess.ChessPiece.toString()
 712    2   1    1 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.ChessBoardViewer()
 713    2   1    0 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.createController()
 714    2   1    0 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.customCheckFails(BoardPosition,BoardPosition)
 715    5   1    0 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.getPossibleMoveList(BoardPosition)
 716   15   7    1 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.warnOnSpecialMoves(TwoPlayerMove)
 717    2   1    0 com.becker.game.twoplayer.chess.ui.ChessBoardViewer.showLastMove()
 718    2   1    0 com.becker.game.twoplayer.chess.ui.ChessNewGameDialog.ChessNewGameDialog(JFrame,GameBoardViewer)
 719    2   1    0 com.becker.game.twoplayer.chess.ui.ChessNewGameDialog.getTitle()
 720    1   1    1 com.becker.game.twoplayer.chess.ui.ChessPanel.ChessPanel()
 721    2   1    0 com.becker.game.twoplayer.chess.ui.ChessPanel.getTitle()
 722    2   1    0 com.becker.game.twoplayer.chess.ui.ChessPanel.createBoardViewer()
 723    2   1    0 com.becker.game.twoplayer.chess.ui.ChessPanel.createNewGameDialog(JFrame,GameBoardViewer)
 724    2   1    0 com.becker.game.twoplayer.chess.ui.ChessPanel.createInfoPanel(GameController)
 725    5   1    0 com.becker.game.twoplayer.chess.ui.ChessPanel.showHelpDialog()
 726    1   1    1 com.becker.game.twoplayer.chess.ui.ChessPieceRenderer.ChessPieceRenderer()
 727    4   2    0 com.becker.game.twoplayer.chess.ui.ChessPieceRenderer.getRenderer()
 728    2   1    1 com.becker.game.twoplayer.chess.ui.ChessPieceRenderer.getPlayer1Color()
 729    2   1    1 com.becker.game.twoplayer.chess.ui.ChessPieceRenderer.getPlayer2Color()
 730   28   9    1 com.becker.game.twoplayer.chess.ui.ChessPieceRenderer.render(Graphics2D,BoardPosition,int)
 731    2   1    0 com.becker.game.twoplayer.common.search.MiniMaxStrategy.MiniMaxStrategy(SearchableInterface)
 732   60  22    1 com.becker.game.twoplayer.common.search.MiniMaxStrategy.search(TwoPlayerMove,ParameterArray,int,double,double,SearchTreeNode)
 733   52  24    1 com.becker.game.twoplayer.common.search.MiniMaxStrategy.quiescentSearch(TwoPlayerMove,ParameterArray,double,double,SearchTreeNode)
 734    2   1    1 com.becker.game.twoplayer.common.search.NegaMaxStrategy.NegaMaxStrategy(SearchableInterface)
 735    2   1    1 com.becker.game.twoplayer.common.search.NegaMaxStrategy.search(TwoPlayerMove,ParameterArray,int,double,double,SearchTreeNode)
 736   43  17    0 com.becker.game.twoplayer.common.search.NegaMaxStrategy.searchInternal(TwoPlayerMove,ParameterArray,int,double,double,SearchTreeNode)
 737   40  15    1 com.becker.game.twoplayer.common.search.NegaMaxStrategy.quiescentSearch(TwoPlayerMove,ParameterArray,double,double,SearchTreeNode)
 738    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.getLookAhead()
 739    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.getAlphaBeta()
 740    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.getQuiescence()
 741    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.makeInternalMove(TwoPlayerMove)
 742    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.undoInternalMove(TwoPlayerMove)
 743    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.done(TwoPlayerMove,boolean)
 744    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 745    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 746    1   1    1 com.becker.game.twoplayer.common.search.SearchableInterface.inJeopardy(TwoPlayerMove,ParameterArray,boolean)
 747    8   5    1 com.becker.game.twoplayer.common.search.SearchStrategy.createSearchStrategy(int,SearchableInterface)
 748    5   1    1 com.becker.game.twoplayer.common.search.SearchStrategy.SearchStrategy(SearchableInterface)
 749    8   2    1 com.becker.game.twoplayer.common.search.SearchStrategy.showPrunedNodesInTree(List,SearchTreeNode,int,double,double,int)
 750    1   1    1 com.becker.game.twoplayer.common.search.SearchStrategy.search(TwoPlayerMove,ParameterArray,int,double,double,SearchTreeNode)
 751    1   1    1 com.becker.game.twoplayer.common.search.SearchStrategy.quiescentSearch(TwoPlayerMove,ParameterArray,double,double,SearchTreeNode)
 752    8   4    1 com.becker.game.twoplayer.common.search.SearchStrategy.emptyMoveList(List,TwoPlayerMove)
 753    8   2    1 com.becker.game.twoplayer.common.search.SearchStrategy.addNodeToTree(SearchTreeNode,TwoPlayerMove,double,double,int)
 754    2   1    1 com.becker.game.twoplayer.common.search.SearchStrategy.getNumMovesConsidered()
 755    2   1    1 com.becker.game.twoplayer.common.search.SearchStrategy.getPercentDone()
 756    2   1    0 com.becker.game.twoplayer.common.search.SearchStrategy.pause()
 757    2   1    0 com.becker.game.twoplayer.common.search.SearchStrategy.isPaused()
 758    1   1    0 com.becker.game.twoplayer.common.search.SearchStrategy.step()
 759    2   1    0 com.becker.game.twoplayer.common.search.SearchStrategy.continueProcessing()
 760    5   3    1 com.becker.game.twoplayer.common.search.SearchStrategy.checkPause()
 761    3   1    0 com.becker.game.twoplayer.common.search.SearchTreeNode.SearchTreeNode(Object)
 762    2   1    1 com.becker.game.twoplayer.common.search.SearchTreeNode.getDescription()
 763   10   4    0 com.becker.game.twoplayer.common.search.SearchTreeNode.toString()
 764    4   1    1 com.becker.game.twoplayer.common.TwoPlayerController.TwoPlayerController()
 765    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.get2PlayerViewer()
 766    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getDefaultLookAhead()
 767    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getDefaultBestPercentage()
 768    4   1    1 com.becker.game.twoplayer.common.TwoPlayerController.reset()
 769    5   1    0 com.becker.game.twoplayer.common.TwoPlayerController.createPlayers()
 770    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getSearchStrategyMethod()
 771    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setSearchStrategyMethod(int)
 772    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getSearchStrategy()
 773    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getLookAhead()
 774    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setLookAhead(int)
 775    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getPercentageBestMoves()
 776    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setPercentageBestMoves(int)
 777    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getAlphaBeta()
 778    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setAlphaBeta(boolean)
 779    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getQuiescence()
 780    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.setQuiescence(boolean)
 781    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getShowGameTree()
 782    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.setShowGameTree(boolean)
 783    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getShowComputerAnimation()
 784    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.setShowComputerAnimation(boolean)
 785    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setAutoOptimize(boolean)
 786    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.isAutoOptimize()
 787    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setAutoOptimizeFile(String)
 788    3   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getAutoOptimizeFile()
 789    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.isPlayer1sTurn()
 790    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getCurrentPlayer()
 791    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getPlayer1()
 792    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getPlayer2()
 793    9   4    1 com.becker.game.twoplayer.common.TwoPlayerController.getChanceOfPlayer1Winning()
 794    4   3    1 com.becker.game.twoplayer.common.TwoPlayerController.getStrengthOfWin()
 795    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getDefaultWeights()
 796    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.getComputerWeights()
 797    7   3    1 com.becker.game.twoplayer.common.TwoPlayerController.undoLastMove()
 798    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.doesComputerMoveFirst()
 799    1   1    1 com.becker.game.twoplayer.common.TwoPlayerController.computerMovesFirst()
 800   28   6    1 com.becker.game.twoplayer.common.TwoPlayerController.findComputerMove(boolean)
 801   10   5    0 com.becker.game.twoplayer.common.TwoPlayerController.checkMove(Move)
 802    4   1    1 com.becker.game.twoplayer.common.TwoPlayerController.showProfileStats(long,int)
 803    1   1    1 com.becker.game.twoplayer.common.TwoPlayerController.initializeGobalProfilingStats()
 804   10   2    1 com.becker.game.twoplayer.common.TwoPlayerController.manMoves(Move)
 805    4   1    1 com.becker.game.twoplayer.common.TwoPlayerController.makeMove(Move)
 806    5   2    1 com.becker.game.twoplayer.common.TwoPlayerController.makeInternalMove(TwoPlayerMove)
 807    3   1    1 com.becker.game.twoplayer.common.TwoPlayerController.undoInternalMove(TwoPlayerMove)
 808    4   1    0 com.becker.game.twoplayer.common.TwoPlayerController.Worker.construct()
 809    3   1    0 com.becker.game.twoplayer.common.TwoPlayerController.Worker.finished()
 810   15   3    1 com.becker.game.twoplayer.common.TwoPlayerController.requestComputerMove(boolean)
 811    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.isProcessing()
 812    6   3    0 com.becker.game.twoplayer.common.TwoPlayerController.pause()
 813    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.isPaused()
 814   15   6    1 com.becker.game.twoplayer.common.TwoPlayerController.runComputerVsComputer()
 815    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.evaluateByComparison()
 816    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.evaluateFitness(ParameterArray)
 817    8   1    1 com.becker.game.twoplayer.common.TwoPlayerController.compareFitness(ParameterArray,ParameterArray)
 818    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.setGameTreeRoot(SearchTreeNode)
 819   11   5    1 com.becker.game.twoplayer.common.TwoPlayerController.done(TwoPlayerMove,boolean)
 820    2   1    0 com.becker.game.twoplayer.common.TwoPlayerController.done()
 821    3   1    1 com.becker.game.twoplayer.common.TwoPlayerController.worth(Move,ParameterArray,boolean)
 822    1   1    1 com.becker.game.twoplayer.common.TwoPlayerController.worth(Move,ParameterArray)
 823    1   1    1 com.becker.game.twoplayer.common.TwoPlayerController.generateMoves(TwoPlayerMove,ParameterArray,boolean)
 824    1   1    1 com.becker.game.twoplayer.common.TwoPlayerController.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
 825    2   1    1 com.becker.game.twoplayer.common.TwoPlayerController.inJeopardy(TwoPlayerMove,ParameterArray,boolean)
 826    9   3    1 com.becker.game.twoplayer.common.TwoPlayerController.getBestMoves(boolean,List,boolean)
 827    1   1    0 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.getPlayer1()
 828    1   1    0 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.getPlayer2()
 829    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.isPlayer1sTurn()
 830    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.get2PlayerViewer()
 831    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.undoLastMove()
 832    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.makeMove(Move)
 833    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.getMoveSequence()
 834    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.getNumMoves()
 835    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.isProcessing()
